revision_id,property_id,value_id,change_target,property_label,new_value,new_value_label,old_value,old_value_label,label,textual_change_predicted,re_formatting_predicted,refinement_predicted,unrefinement_predicted,property_value_update_predicted,link_change_predicted,rewording_predicted,rank_deprecation_predicted,labels_list,, property_value_update, re_formatting, refinement, rewording, unrefinement,link_change,property_value_update,rank_deprecation,re_formatting,refinement,rewording,string,textual_change,unrefinement
1593139717,-2,description,,,painting by Rubens (P.1978.PG.356),,painting by Rubens,,refinement,False,False,True,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1259951221,-2,description,,description,German footballer (1926-2008),,German footballer,,refinement,False,False,True,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1602516043,-2,description,,,Formula One motor race,,Formula One race,,refinement,False,False,True,False,False,False,True,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1323944210,580,q104460$6c779d87-430a-9926-0d20-1bdb8a5a6cf5,,start time,-4600000000-00-00T00:00:00Z,,-4600000000-01-01T00:00:00Z,,re_formatting,False,True,False,False,False,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187126750,-2,description,,description,village,,municipality in the Netherlands,,unrefinement,False,False,False,False,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276874935,570,q139467$c6012a43-4d5c-b8e4-d075-e2e2fc11832e,,date of death,+752-03-15T00:00:00Z,,+752-03-26T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1347733846,570,Q284295$20CA8E48-94D7-4E10-A09E-FFB042A834B8,,date of death,+703-00-00T00:00:00Z,,+800-00-00T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198674034,569,q29000$DFF3D511-2B8D-4EAB-AF94-B62A01087137,,date of birth,+731-00-00T00:00:00Z,,+731-03-01T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1578144290,570,Q22101$C6BE2201-4A83-4DAC-BE50-3DE1EB0EB417,,date of death,+1878-00-00T00:00:00Z,,+1878-06-20T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196516716,570,Q231166$683F41FD-5661-4AC0-9DE0-0F31B219541C,,date of death,+1387-01-00T00:00:00Z,,+1387-01-16T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1547568768,569,Q263812$e9db5ade-4bac-92c4-26fc-823dda69d1c0,,date of birth,+4-00-00T00:00:00Z,,-400-00-00T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
422133608,569,Q466780$FC4215C0-8B62-45D7-8BED-368A27B36623,,date of birth,+1649-00-00T00:00:00Z,,+1649-05-03T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306019365,-2,description,,description,Irish musical and dance production,,single,,refinement,False,False,False,False,True,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
606108291,1352,Q232731$36447869-CCA2-46C2-9E9E-921A7EA0783E,,ranking,+97,,+27487,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17619167,-2,description,,description,state in the midwest of the United States of America,,A state in the US Midwest,,rewording,False,False,False,False,False,False,False,False,['rewording'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
687754671,-2,description,,description,VILLAAillaassociation football club,,Spanish association football club,,property_value_update,False,False,False,False,False,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1138385099,94,q2770$4BFB7205-254A-4C60-A267-BDAB5CE5430C,,coat of arms image,Coat of arms of Tula.svg,,Coat of Arms of Tula.png,,re_formatting,False,False,False,False,False,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
225193378,31,Q204931$4C68F31C-485A-4D3B-9392-B5A05AAA4AA6,,instance of,Q16795406,list of national parks of Romania,Q46169,national park,refinement,False,False,False,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141871873,-1,label,,label,Joe FM,,Joe FM (Belgium),,unrefinement,False,False,False,True,False,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270424080,-1,label,,label,Simenon,,Georges Simenon,,unrefinement,False,False,False,True,False,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115806878,-1,label,,label,cynicism,,Cynicism (contemporary),,"re_formatting, unrefinement",False,False,False,True,False,False,False,False,"['re_formatting', ' unrefinement']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2290211459,41,Q858$B2A7EEE6-0987-4993-AD10-3D0E254EEDEB,rank,flag image,deprecated,,preferred,,rank_deprecation,False,False,False,False,False,False,False,True,['rank_deprecation'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1179835263,571,Q194438$BA48A04A-1542-4476-B982-1252C38AAA88,,inception,+1925-00-00T00:00:00Z,,+1913-01-01T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1772688375,580,Q12542$a717c6db-4a37-f22c-a44f-43486cb8471b,,start time,-0-00-00T00:00:00Z,,+6969-00-00T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
982820990,1128,Q29963$6BC265C6-D616-4D8D-8B6A-DD565C09FDDB,,employees,+4375,,+4375.5,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1288092456,571,Q82256$e4a62c81-4d7f-133e-29f5-3d9978720086,,inception,+1985-00-00T00:00:00Z,,+1985-01-01T00:00:00Z,,re_formatting,False,True,False,False,True,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
415658519,569,Q201053$B4CBB130-F17D-4B6B-9A9A-4A1667CC02C1,,date of birth,+135-00-00T00:00:00Z,,+135-01-01T00:00:00Z,,re_formatting,False,True,False,False,True,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1223697546,570,q42887$9fdd1a0f-4354-5f96-7cff-cc95287747c2,,date of death,+99-00-00T00:00:00Z,,+99-01-01T00:00:00Z,,re_formatting,False,True,False,False,True,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619280752,2031,Q275932$0da5a5dd-482f-1433-8c62-44323bce1f81,,work period (start),+1-00-00T00:00:00Z,,+1994-00-00T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1156936631,1317,Q218148$75b8a7f7-4fb8-db04-92cf-36e6b052d390,,floruit,+1969-00-00T00:00:00Z,,+1969-10-00T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1525942814,569,Q57533$2D23587A-C6CC-4B89-B25D-6861789027E1,,date of birth,+1788-00-00T00:00:00Z,,+1788-09-10T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2267229762,569,Q440527$EC5338C1-9B60-4376-AC98-7EE25A1F4327,,date of birth,+1942-12-00T00:00:00Z,,+1942-12-28T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103665204,569,Q40823$3557E945-D2E4-4B03-95EA-91F70556F4A5,,date of birth,+1607-03-00T00:00:00Z,,+1607-03-23T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103746390,569,Q462060$E79DC1E5-08F3-40C4-BFBB-01EE3AC90EA7,,date of birth,+1960-00-00T00:00:00Z,,+1960-04-04T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130755768,3417,Q6939$1B9A2E46-3FEA-4177-B3E0-C0DB4592BAC9,rank,Quora topic ID,deprecated,,normal,,rank_deprecation,False,False,False,False,False,False,False,True,['rank_deprecation'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
511782081,-1,label,,label,Gasherbr,,Gasherbrum I,,textual_change,False,False,False,False,False,False,False,False,['textual_change'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
376633317,-2,description,,description,federal republic in Western Europe,,federal republic in Central Europe,,property_value_update,False,False,False,False,False,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1506879648,-2,description,,description,the fin located after the dorsal fin(s) and before the caudal fin a.k.a. tail fin on some fish,,the second fin behind a dorsal fin on a fish,,refinement,False,False,False,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214983113,31,Q83586$e6a7d3b0-4503-09f9-0a7e-c573a17f1acb,,instance of,Q421978,enterotoxin,Q184651,toxin,property_value_update,False,False,False,False,False,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341692568,1015,Q4700$0713787A-01E7-4E12-92FE-D76B44670549,,NORAF ID,90079353,,x90079353,,re_formatting,False,False,False,False,False,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236809259,-2,description,,description,"state of California, United States",,state of the United States of America,,refinement,False,False,False,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2142661839,625,Q169966$D272FE54-308B-4B5C-8029-F5D6501D3C48,,coordinate location,"{'latitude': 16, 'longitude': 77}",,"{'latitude': 14, 'longitude': 77}",,property_value_update,False,False,False,False,False,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50862641,17,q369657$9628D631-FE81-4941-BA3A-E86885273B54,,country,Q145,United Kingdom,Q21,England,unrefinement,False,False,False,False,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599535325,1352,Q83459$61AC2412-D1FB-49B9-AC6D-4964011857DD,,ranking,+2,,+667,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341466180,1015,Q270441$F1F0EFC0-0805-4BA7-A920-5D2922CAA737,,NORAF ID,90096302,,x90096302,,re_formatting,False,False,False,False,False,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
999780943,1082,Q267462$5D715F29-2FC2-47BA-8EC2-A00462D7D33F,,population,+9804,,+9804.5,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1071520501,569,Q209535$D7D5B2E8-10A4-4454-A5B8-A6D512C4BC93,,date of birth,+15-00-00T00:00:00Z,,+1581-01-01T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
476839044,570,Q372190$9EE8ECB1-9DF8-44DD-9D9D-5084D440C908,,date of death,+1698-00-00T00:00:00Z,,+1698-02-02T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1503269779,576,Q183150$51F8F2F0-2EEF-4017-8AC4-16BB3B9225E1,,"dissolved, abolished or demolished date",-164-00-00T00:00:00Z,,+164-01-01T00:00:00Z,,"unrefinement, re_formatting",False,False,False,True,True,False,False,False,"['unrefinement', ' re_formatting']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1907423136,570,Q321891$C1BCF014-C1CC-4060-8DF6-C34B4E222BBB,,date of death,+1375-10-00T00:00:00Z,,+1375-10-17T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1642935781,2031,Q171556$9D2A2E13-F9E5-44F0-969B-D9DAA1551912,,work period (start),+1955-00-00T00:00:00Z,,+19555-00-00T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1756106002,577,Q251974$9BAF8037-9AA6-4055-92D5-4A038EC97272,,publication date,+1969-00-00T00:00:00Z,,+1969-12-30T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1908223065,570,Q346602$202D96D6-B6D6-4443-80B6-8D3E3CC5A8A5,,date of death,+2023-06-00T00:00:00Z,,+2023-06-04T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
680258718,570,Q318237$E35236CB-D2DE-474E-ABD8-6BE9580D16B0,,date of death,+712-00-00T00:00:00Z,,+712-07-01T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194971859,570,Q313460$40419af3-4181-ce83-94ea-315c8680d894,,date of death,+1298-00-00T00:00:00Z,,+1298-07-13T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1077491532,571,Q9903$49710FFA-6E5C-4C07-86A1-D6A314B479B1,,inception,+136-00-00T00:00:00Z,,+1368-01-01T00:00:00Z,,re_formatting,False,False,False,True,True,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1357159290,1317,Q453883$98a40bc5-9a7c-4a3a-b625-99b43b81e095,,floruit,+20-00-00T00:00:00Z,,+2013-01-01T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2300420165,570,Q210853$e672b2f1-4c13-20ed-4f46-28dfab57f2b2,,date of death,+4-00-00T00:00:00Z,,+400-00-00T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96303781,277,q139941$d74f27e3-43c3-dbc2-3f9d-e8f2ef269caf,,programmed in,Q251,java programming language,Q1713118,Java platform,refinement,False,False,False,False,False,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58339706,-1,label,,label,289,,280#289,,unrefinement,False,False,False,True,False,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1865228791,176,Q385175$cfae5d71-411a-1994-a761-f2e41066ee12,,manufacturer,Q29124039,ABB,Q52825,ABB Group,link_change,False,False,False,True,False,False,False,False,['link_change'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1112529890,-1,label,,label,Ursicinus,,Antipope Ursicinus,,unrefinement,False,False,False,True,False,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014150334,1417,Q8075$CF411CD8-0EBE-48C7-BDB3-2118D7EB33BB,rank,Encyclopædia Britannica Online ID,deprecated,,normal,,rank_deprecation,False,False,False,False,False,False,False,True,['rank_deprecation'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
974160926,2121,Q229087$125343f3-4491-7f09-7c4a-f2c97e5433c7,,prize money,+9268238,,+9253825,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1804865089,1352,Q251980$cbe4594b-4f2e-844c-d27a-dcffd3b00ffc,,ranking,+9,,+36,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
708376175,569,Q85647$CB58F47C-7BD5-4D4C-A451-18A1F76511BD,,date of birth,+1967-10-15T00:00:00Z,,+1967-01-01T00:00:00Z,,refinement,False,False,False,False,True,False,False,False,['refinement'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2047701763,570,Q174550$19B8FFD2-EE76-413C-97BF-42D461E9E71C,,date of death,+1909-09-19T00:00:00Z,,+1909-09-20T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173780587,569,q859$6cbb1929-4608-155b-6e2d-d0b42e207f64,,date of birth,+483-01-01T00:00:00Z,,-427-01-01T00:00:00Z,,property_value_update,False,False,False,False,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1871338081,2067,Q137128$FA4ED039-738E-4382-9C1B-7144F855DEB4,,mass,+66,,+66.67,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1567965670,582,Q161687$90f26976-4928-a997-8be0-3eac5f5768ed,,end time,+2009-00-00T00:00:00Z,,+22009-00-00T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1276041133,571,Q465762$4BFA3978-48E8-478C-8D66-2F200D227797,,inception,-43-00-00T00:00:00Z,,+43-01-01T00:00:00Z,,re_formatting,False,False,False,True,True,False,False,False,['re_formatting'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070069286,569,Q210447$3794070E-B708-43CE-A602-5F0EBDB93245,,date of birth,-5-00-00T00:00:00Z,,+1951-09-25T00:00:00Z,,property_value_update,False,False,False,True,True,False,False,False,['property_value_update'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2098316937,571,Q465153$2f446a51-448f-c958-7722-ce7d140ba4b5,,inception,+1966-00-00T00:00:00Z,,+1966-10-26T00:00:00Z,,unrefinement,False,False,False,True,True,False,False,False,['unrefinement'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
